canonical_accounting_office_name,accounting_office_cvr,alias_name,source,confidence
Revision Fyn,31896444,Revision Fyn,declaration_legal_name,HIGH
Revision Fyn,31896444,Fyn,inferred_brand_name,MEDIUM
Revision Hatting,13737096,Revision Hatting,declaration_legal_name,HIGH
Revision Hatting,13737096,Hatting,inferred_brand_name,MEDIUM
Revision Horsens,17275100,Revision Horsens,declaration_legal_name,HIGH
Revision Horsens,17275100,Horsens,inferred_brand_name,MEDIUM
Revision Kjær,33037864,Revision Kjær,declaration_legal_name,HIGH
Revision Kjær,33037864,Kjær,inferred_brand_name,MEDIUM
Revision København Godkendt Revisionspartnerselskab,34619654,Revision København Godkendt Revisionspartnerselskab,declaration_legal_name,HIGH
Revision København Godkendt Revisionspartnerselskab,34619654,København,inferred_brand_name,MEDIUM
Revision København Statsautoriseret Revisionsanpartsselskab,34452342,Revision København Statsautoriseret Revisionsanpartsselskab,declaration_legal_name,HIGH
Revision København Statsautoriseret Revisionsanpartsselskab,34452342,København,inferred_brand_name,MEDIUM
Revision Køge,28053665,Revision Køge,declaration_legal_name,HIGH
Revision Køge,28053665,Køge,inferred_brand_name,MEDIUM
Revision Limfjord,41454555,Revision Limfjord,declaration_legal_name,HIGH
Revision Limfjord,41454555,Limfjord,inferred_brand_name,MEDIUM
Revision Nord,16145084,Revision Nord,declaration_legal_name,HIGH
Revision Nord,16145084,Nord,inferred_brand_name,MEDIUM
Revision Nordjylland,28481160,Revision Nordjylland,declaration_legal_name,HIGH
Revision Nordjylland,28481160,Nordjylland,inferred_brand_name,MEDIUM
Revision Nordjylland Hjørring ApS,40299637,Revision Nordjylland Hjørring ApS,declaration_legal_name,HIGH
Revision Nordjylland Hjørring ApS,40299637,Nordjylland,inferred_brand_name,MEDIUM
Revision og Review Partner,33082932,Revision og Review Partner,declaration_legal_name,HIGH
Revision og Rådgivningsgruppen,33771177,Revision og Rådgivningsgruppen,declaration_legal_name,HIGH
Revision Rosendal,30427483,Revision Rosendal,declaration_legal_name,HIGH
Revision Rosendal,30427483,Rosendal,inferred_brand_name,MEDIUM
Revision Ry & Hammel,26267439,Revision Ry & Hammel,declaration_legal_name,HIGH
Revision Ryttergaarden,36908114,Revision Ryttergaarden,declaration_legal_name,HIGH
Revision Ryttergaarden,36908114,Ryttergaarden,inferred_brand_name,MEDIUM
Revision Sjælland,28309791,Revision Sjælland,declaration_legal_name,HIGH
Revision Sjælland,28309791,Sjælland,inferred_brand_name,MEDIUM
REVISION THY Registreret Revisionsanpartsselskab,42825379,REVISION THY Registreret Revisionsanpartsselskab,declaration_legal_name,HIGH
REVISION THY Registreret Revisionsanpartsselskab,42825379,Thy,inferred_brand_name,MEDIUM
Revision Vadestedet,27433863,Revision Vadestedet,declaration_legal_name,HIGH
Revision Vadestedet,27433863,Vadestedet,inferred_brand_name,MEDIUM
Revision Varde,18072106,Revision Varde,declaration_legal_name,HIGH
Revision Varde,18072106,Varde,inferred_brand_name,MEDIUM
ReVision+ Brøndby ApS,20251883,ReVision+ Brøndby ApS,declaration_legal_name,HIGH
ReVision+ Brøndby ApS,20251883,Brøndby,inferred_brand_name,MEDIUM
Revision+ Fyn ApS,42658561,Revision+ Fyn ApS,declaration_legal_name,HIGH
Revision+ Fyn ApS,42658561,Fyn,inferred_brand_name,MEDIUM
Revision- og Regnskabskontoret,28902867,Revision- og Regnskabskontoret,declaration_legal_name,HIGH
Revisioncentret Tønder/Skærbæk,26812372,Revisioncentret Tønder/Skærbæk,declaration_legal_name,HIGH
Revisioncentret Tønder/Skærbæk,26812372,Revisioncentret,inferred_brand_name,MEDIUM
"RevisionPlus, Grindsted",10875781,"RevisionPlus, Grindsted",declaration_legal_name,HIGH
"RevisionPlus, Grindsted",10875781,Revisionplus,inferred_brand_name,MEDIUM
Revisions-Centret ApS,41578513,Revisions-Centret ApS,declaration_legal_name,HIGH
Revisions-Centret ApS,41578513,Revisions,inferred_brand_name,MEDIUM
Revisions-Centret v/Brian Vahlkvist,19723402,Revisions-Centret v/Brian Vahlkvist,declaration_legal_name,HIGH
Revisions-Centret v/Brian Vahlkvist,19723402,Revisions,inferred_brand_name,MEDIUM
Revisions-Partner,69305210,Revisions-Partner,declaration_legal_name,HIGH
Revisions-Partner,69305210,Revisions,inferred_brand_name,MEDIUM
Revisionsanpartsselskabet Jens Carl Nielsen,28505159,Revisionsanpartsselskabet Jens Carl Nielsen,declaration_legal_name,HIGH
Revisionsanpartsselskabet Jens Carl Nielsen,28505159,Revisionsanpartsselskabet,inferred_brand_name,MEDIUM
Revisionscentralen i Nørre Alslev,71274012,Revisionscentralen i Nørre Alslev,declaration_legal_name,HIGH
Revisionscentralen i Nørre Alslev,71274012,Revisionscentralen,inferred_brand_name,MEDIUM
Revisionscentret 5R Esbjerg,26279534,Revisionscentret 5R Esbjerg,declaration_legal_name,HIGH
Revisionscentret 5R Esbjerg,26279534,Revisionscentret 5R,inferred_brand_name,MEDIUM
Revisionscentret Aabenraa,29695636,REVISIONSCENTRET AABENRAA & PADBORG GODKENDT REVISIONSAKTIESELSKAB,activity_signal_dominant_cvr,HIGH
Revisionscentret Aabenraa,29695636,Revisionscentret Aabenraa,declaration_legal_name,HIGH
Revisionscentret Haderslev,13976295,Revisionscentret Haderslev,declaration_legal_name,HIGH
Revisionscentret Ribe,18936305,Revisionscentret Ribe,declaration_legal_name,HIGH
Revisionscentret Sønderborg,38951394,Revisionscentret Sønderborg,declaration_legal_name,HIGH
Revisionscentret v/Jesper Thygesen,10352231,Revisionscentret v/Jesper Thygesen,declaration_legal_name,HIGH
Revisionscentret v/Jesper Thygesen,10352231,Revisionscentret V/Jesper,inferred_brand_name,MEDIUM
RevisionsCentrum,36493372,RevisionsCentrum,declaration_legal_name,HIGH
Revisionsfimaet W. Bach Nørgaard,18192195,Revisionsfimaet W. Bach Nørgaard,declaration_legal_name,HIGH
Revisionsfimaet W. Bach Nørgaard,18192195,Revisionsfimaet,inferred_brand_name,MEDIUM
Revisionsfirma Bent Madsen,13672970,Revisionsfirma Bent Madsen,declaration_legal_name,HIGH
Revisionsfirma Bent Madsen,13672970,Revisionsfirma,inferred_brand_name,MEDIUM
Revisionsfirma Børge Lorenzen,18798344,Revisionsfirma Børge Lorenzen,declaration_legal_name,HIGH
Revisionsfirma Børge Lorenzen,18798344,Revisionsfirma,inferred_brand_name,MEDIUM
Revisionsfirma C. & Co,37905305,Revisionsfirma C. & Co,declaration_legal_name,HIGH
Revisionsfirma C. & Co,37905305,Revisionsfirma,inferred_brand_name,MEDIUM
Revisionsfirma Ulla Svenningsen,18393387,Revisionsfirma Ulla Svenningsen,declaration_legal_name,HIGH
Revisionsfirma Ulla Svenningsen,18393387,Revisionsfirma,inferred_brand_name,MEDIUM
Revisionsfirmaet A P MØLLER,72707710,Revisionsfirmaet A P MØLLER,declaration_legal_name,HIGH
Revisionsfirmaet Albrechtsen,77926410,Revisionsfirmaet Albrechtsen,declaration_legal_name,HIGH
Revisionsfirmaet Albrechtsen,77926410,Albrechtsen,inferred_brand_name,MEDIUM
Revisionsfirmaet Allan Bernhard,26688027,Revisionsfirmaet Allan Bernhard,declaration_legal_name,HIGH
Revisionsfirmaet Allan Bernhard,26688027,Allan,inferred_brand_name,MEDIUM
Revisionsfirmaet Arne Bang,78682418,Revisionsfirmaet Arne Bang,declaration_legal_name,HIGH
Revisionsfirmaet Arne Bang,78682418,Arne,inferred_brand_name,MEDIUM
Revisionsfirmaet Asger Wiuff Andersen,32149863,Revisionsfirmaet Asger Wiuff Andersen,declaration_legal_name,HIGH
Revisionsfirmaet Asger Wiuff Andersen,32149863,Asger,inferred_brand_name,MEDIUM
Revisionsfirmaet Axel Gram,16645699,Revisionsfirmaet Axel Gram I/S,activity_signal_dominant_cvr,HIGH
Revisionsfirmaet Axel Gram,16645699,Revisionsfirmaet Axel Gram,declaration_legal_name,HIGH
Revisionsfirmaet Axel Gram,16645699,Axel,inferred_brand_name,MEDIUM
Revisionsfirmaet Bayer,15202580,Revisionsfirmaet Bayer,declaration_legal_name,HIGH
Revisionsfirmaet Bayer,15202580,Bayer,inferred_brand_name,MEDIUM
Revisionsfirmaet Bendt Stendahl,86046717,Revisionsfirmaet Bendt Stendahl,declaration_legal_name,HIGH
Revisionsfirmaet Bendt Stendahl,86046717,Bendt,inferred_brand_name,MEDIUM
Revisionsfirmaet Benny Jensen,17937987,Revisionsfirmaet Benny Jensen,declaration_legal_name,HIGH
Revisionsfirmaet Benny Jensen,17937987,Benny,inferred_brand_name,MEDIUM
Revisionsfirmaet Benny Lund Jensen,37230359,Revisionsfirmaet Benny Lund Jensen,declaration_legal_name,HIGH
Revisionsfirmaet Benny Lund Jensen,37230359,Benny,inferred_brand_name,MEDIUM
Revisionsfirmaet Bent Jørgensen,57652551,Revisionsfirmaet Bent Jørgensen,declaration_legal_name,HIGH
Revisionsfirmaet Bent Jørgensen,57652551,Bent,inferred_brand_name,MEDIUM
Revisionsfirmaet Bent Rindom,51229428,Revisionsfirmaet Bent Rindom,declaration_legal_name,HIGH
Revisionsfirmaet Bent Rindom,51229428,Bent,inferred_brand_name,MEDIUM
Revisionsfirmaet Chr. Knudsen,21813400,Revisionsfirmaet Chr. Knudsen,declaration_legal_name,HIGH
Revisionsfirmaet Chr. Knudsen,21813400,Chr,inferred_brand_name,MEDIUM
Revisionsfirmaet Christian Danielsen,16953199,Revisionsfirmaet Christian Danielsen,declaration_legal_name,HIGH
Revisionsfirmaet Christian Danielsen,16953199,Christian,inferred_brand_name,MEDIUM
REVISIONSFIRMAET CLAUS WINKEL ApS,13188491,REVISIONSFIRMAET CLAUS WINKEL ApS,declaration_legal_name,HIGH
REVISIONSFIRMAET CLAUS WINKEL ApS,13188491,Claus,inferred_brand_name,MEDIUM
Revisionsfirmaet Edelbo,35486178,REVISIONSFIRMAET EDELBO STATSAUTORISERET REVISIONSPARTNERSELSKAB,activity_signal_dominant_cvr,HIGH
Revisionsfirmaet Edelbo,35486178,Revisionsfirmaet Edelbo,declaration_legal_name,HIGH
Revisionsfirmaet Edelbo,35486178,Edelbo,inferred_brand_name,MEDIUM
Revisionsfirmaet Edelbo & Lund-Larsen,32327249,Revisionsfirmaet Edelbo & Lund-Larsen,declaration_legal_name,HIGH
Revisionsfirmaet Edelbo & Lund-Larsen,32327249,Edelbo,inferred_brand_name,MEDIUM
Revisionsfirmaet Else Høy,15275677,Revisionsfirmaet Else Høy,declaration_legal_name,HIGH
Revisionsfirmaet Else Høy,15275677,Else,inferred_brand_name,MEDIUM
Revisionsfirmaet Erik Andersen,15534397,Revisionsfirmaet Erik Andersen,declaration_legal_name,HIGH
Revisionsfirmaet Erik Andersen,15534397,Erik,inferred_brand_name,MEDIUM
Revisionsfirmaet Erik Hultquist,15396105,Revisionsfirmaet Erik Hultquist,declaration_legal_name,HIGH
Revisionsfirmaet Erik Hultquist,15396105,Erik,inferred_brand_name,MEDIUM
Revisionsfirmaet Erik Reinsborg,25491742,Revisionsfirmaet Erik Reinsborg,declaration_legal_name,HIGH
Revisionsfirmaet Erik Reinsborg,25491742,Erik,inferred_brand_name,MEDIUM
Revisionsfirmaet Evan Klarholt,10686504,Revisionsfirmaet Evan Klarholt,declaration_legal_name,HIGH
Revisionsfirmaet Evan Klarholt,10686504,Evan,inferred_brand_name,MEDIUM
Revisionsfirmaet Flemming Hansen,15270144,Revisionsfirmaet Flemming Hansen,declaration_legal_name,HIGH
Revisionsfirmaet Flemming Hansen,15270144,Flemming,inferred_brand_name,MEDIUM
Revisionsfirmaet Freddy Rasmussen,15054840,Revisionsfirmaet Freddy Rasmussen,declaration_legal_name,HIGH
Revisionsfirmaet Freddy Rasmussen,15054840,Freddy,inferred_brand_name,MEDIUM
Revisionsfirmaet Gert Ovesen,13364796,Revisionsfirmaet Gert Ovesen,declaration_legal_name,HIGH
Revisionsfirmaet Gert Ovesen,13364796,Gert,inferred_brand_name,MEDIUM
Revisionsfirmaet Gutfelt,13254192,Revisionsfirmaet Gutfelt A/S,activity_signal_dominant_cvr,HIGH
Revisionsfirmaet Gutfelt,13254192,Revisionsfirmaet Gutfelt,declaration_legal_name,HIGH
Revisionsfirmaet Gutfelt,13254192,Gutfelt,inferred_brand_name,MEDIUM
Revisionsfirmaet Hanne og Erling Lund,35143114,Revisionsfirmaet Hanne og Erling Lund,declaration_legal_name,HIGH
Revisionsfirmaet Hanne og Erling Lund,35143114,Hanne,inferred_brand_name,MEDIUM
Revisionsfirmaet Hartvig & Aalund,11157203,Revisionsfirmaet Hartvig & Aalund,declaration_legal_name,HIGH
Revisionsfirmaet Hartvig & Aalund,11157203,Hartvig,inferred_brand_name,MEDIUM
Revisionsfirmaet Henrik Tange,37915718,Revisionsfirmaet Henrik Tange,declaration_legal_name,HIGH
Revisionsfirmaet Henrik Tange,37915718,Henrik,inferred_brand_name,MEDIUM
Revisionsfirmaet Højmose,30771508,Revisionsfirmaet Højmose,declaration_legal_name,HIGH
Revisionsfirmaet Højmose,30771508,Højmose,inferred_brand_name,MEDIUM
Revisionsfirmaet Højmose Christiansen ApS,43917455,Revisionsfirmaet Højmose Christiansen ApS,declaration_legal_name,HIGH
Revisionsfirmaet Højmose Christiansen ApS,43917455,Højmose,inferred_brand_name,MEDIUM
Revisionsfirmaet Højmose IVS,36988762,Revisionsfirmaet Højmose IVS,declaration_legal_name,HIGH
Revisionsfirmaet Højmose IVS,36988762,Højmose,inferred_brand_name,MEDIUM
Revisionsfirmaet Højvar & Skaaning,28248598,Revisionsfirmaet Højvar & Skaaning,declaration_legal_name,HIGH
Revisionsfirmaet Højvar & Skaaning,28248598,Højvar,inferred_brand_name,MEDIUM
Revisionsfirmaet Irene Sjølin ApS,37470996,Revisionsfirmaet Irene Sjølin ApS,declaration_legal_name,HIGH
Revisionsfirmaet Irene Sjølin ApS,37470996,Irene,inferred_brand_name,MEDIUM
Revisionsfirmaet Ivan Kjeldsen,30613791,Revisionsfirmaet Ivan Kjeldsen,declaration_legal_name,HIGH
Revisionsfirmaet Ivan Kjeldsen,30613791,Ivan,inferred_brand_name,MEDIUM
Revisionsfirmaet Jan Kristensen,35383646,Revisionsfirmaet Jan Kristensen,declaration_legal_name,HIGH
Revisionsfirmaet Jan Kristensen,35383646,Jan,inferred_brand_name,MEDIUM
Revisionsfirmaet Jens Søndergaard,18738007,Revisionsfirmaet Jens Søndergaard,declaration_legal_name,HIGH
Revisionsfirmaet Jens Søndergaard,18738007,Jens,inferred_brand_name,MEDIUM
Revisionsfirmaet Jens Vindfeldt,15897996,Revisionsfirmaet Jens Vindfeldt,declaration_legal_name,HIGH
Revisionsfirmaet Jens Vindfeldt,15897996,Jens,inferred_brand_name,MEDIUM
Revisionsfirmaet John Schantz,28312393,Revisionsfirmaet John Schantz,declaration_legal_name,HIGH
Revisionsfirmaet John Schantz,28312393,John,inferred_brand_name,MEDIUM
Revisionsfirmaet Jørgen Gilling,18619407,Revisionsfirmaet Jørgen Gilling,declaration_legal_name,HIGH
Revisionsfirmaet Jørgen Gilling,18619407,Jørgen,inferred_brand_name,MEDIUM
Revisionsfirmaet Jørgen Larsen,54471556,Revisionsfirmaet Jørgen Larsen,declaration_legal_name,HIGH
Revisionsfirmaet Jørgen Larsen,54471556,Jørgen,inferred_brand_name,MEDIUM
Revisionsfirmaet Jørgen Larsen I/S,14678085,Revisionsfirmaet Jørgen Larsen I/S,declaration_legal_name,HIGH
Revisionsfirmaet Jørgen Larsen I/S,14678085,Jørgen,inferred_brand_name,MEDIUM
Revisionsfirmaet Kenneth Birkelund,32147437,Revisionsfirmaet Kenneth Birkelund,declaration_legal_name,HIGH
Revisionsfirmaet Kenneth Birkelund,32147437,Kenneth,inferred_brand_name,MEDIUM
Revisionsfirmaet Kim Jacobsen,36065346,Revisionsfirmaet Kim Jacobsen,declaration_legal_name,HIGH
Revisionsfirmaet Kim Jacobsen,36065346,Kim,inferred_brand_name,MEDIUM
Revisionsfirmaet Kirch Andersen,18288389,Revisionsfirmaet Kirch Andersen,declaration_legal_name,HIGH
Revisionsfirmaet Kirch Andersen,18288389,Kirch,inferred_brand_name,MEDIUM
Revisionsfirmaet Kjeldgaard og Thulstrup,25900405,Revisionsfirmaet Kjeldgaard og Thulstrup,declaration_legal_name,HIGH
Revisionsfirmaet Kjeldgaard og Thulstrup,25900405,Kjeldgaard,inferred_brand_name,MEDIUM
Revisionsfirmaet KRH,37596272,Revisionsfirmaet KRH,declaration_legal_name,HIGH
Revisionsfirmaet KRH,37596272,Krh,inferred_brand_name,MEDIUM
Revisionsfirmaet KRH ApS,42040614,Revisionsfirmaet KRH ApS,declaration_legal_name,HIGH
Revisionsfirmaet KRH ApS,42040614,Krh,inferred_brand_name,MEDIUM
Revisionsfirmaet Kurt Astrup,13068135,Revisionsfirmaet Kurt Astrup,declaration_legal_name,HIGH
Revisionsfirmaet Kurt Astrup,13068135,Kurt,inferred_brand_name,MEDIUM
Revisionsfirmaet Lars Bastholm,36696486,Revisionsfirmaet Lars Bastholm,declaration_legal_name,HIGH
Revisionsfirmaet Lars Bastholm,36696486,Lars,inferred_brand_name,MEDIUM
Revisionsfirmaet Lars Bo,27022863,Revisionsfirmaet Lars Bo,declaration_legal_name,HIGH
Revisionsfirmaet Lars Bo,27022863,Lars,inferred_brand_name,MEDIUM
Revisionsfirmaet Lars Jeppesen,26923891,Revisionsfirmaet Lars Jeppesen,declaration_legal_name,HIGH
Revisionsfirmaet Lars Jeppesen,26923891,Lars,inferred_brand_name,MEDIUM
Revisionsfirmaet Lars Jeppesen ApS,44585650,Revisionsfirmaet Lars Jeppesen ApS,declaration_legal_name,HIGH
Revisionsfirmaet Lars Jeppesen ApS,44585650,Lars,inferred_brand_name,MEDIUM
Revisionsfirmaet Lars Olsen,37135119,Revisionsfirmaet Lars Olsen,declaration_legal_name,HIGH
Revisionsfirmaet Lars Olsen,37135119,Lars,inferred_brand_name,MEDIUM
Revisionsfirmaet Leif Vesterlund,10092159,Revisionsfirmaet Leif Vesterlund,declaration_legal_name,HIGH
Revisionsfirmaet Leif Vesterlund,10092159,Leif,inferred_brand_name,MEDIUM
Revisionsfirmaet Lisbeth Bo Jørgensen,14052488,Revisionsfirmaet Lisbeth Bo Jørgensen,declaration_legal_name,HIGH
Revisionsfirmaet Lisbeth Bo Jørgensen,14052488,Lisbeth,inferred_brand_name,MEDIUM
Revisionsfirmaet Lund & Christiansen,10623685,Revisionsfirmaet Lund & Christiansen,declaration_legal_name,HIGH
Revisionsfirmaet Lund & Christiansen,10623685,Lund,inferred_brand_name,MEDIUM
Revisionsfirmaet MBP,31167140,Revisionsfirmaet MBP,declaration_legal_name,HIGH
Revisionsfirmaet MBP,31167140,Mbp,inferred_brand_name,MEDIUM
Revisionsfirmaet Mentor,28136196,Revisionsfirmaet Mentor,declaration_legal_name,HIGH
Revisionsfirmaet Mentor,28136196,Mentor,inferred_brand_name,MEDIUM
Revisionsfirmaet Michael Fræmohs,47808650,Revisionsfirmaet Michael Fræmohs,declaration_legal_name,HIGH
Revisionsfirmaet Michael Fræmohs,47808650,Michael,inferred_brand_name,MEDIUM
Revisionsfirmaet Mogens Andersen,26386330,Revisionsfirmaet Mogens Andersen,declaration_legal_name,HIGH
Revisionsfirmaet Mogens Andersen,26386330,Mogens,inferred_brand_name,MEDIUM
Revisionsfirmaet Morten Schneider,33176996,Revisionsfirmaet Morten Schneider,declaration_legal_name,HIGH
Revisionsfirmaet Morten Schneider,33176996,Morten,inferred_brand_name,MEDIUM
Revisionsfirmaet Niels Harder,44682915,Revisionsfirmaet Niels Harder,declaration_legal_name,HIGH
Revisionsfirmaet Niels Harder,44682915,Niels,inferred_brand_name,MEDIUM
Revisionsfirmaet Niels Ole Hansen,26121884,Revisionsfirmaet Niels Ole Hansen,declaration_legal_name,HIGH
Revisionsfirmaet Niels Ole Hansen,26121884,Niels,inferred_brand_name,MEDIUM
Revisionsfirmaet Nielsen & Olesen,21294306,Revisionsfirmaet Nielsen & Olesen,declaration_legal_name,HIGH
Revisionsfirmaet Nielsen & Olesen,21294306,Nielsen,inferred_brand_name,MEDIUM
Revisionsfirmaet Obsen & Nielsen,26399610,Revisionsfirmaet Obsen & Nielsen,declaration_legal_name,HIGH
Revisionsfirmaet Obsen & Nielsen,26399610,Obsen,inferred_brand_name,MEDIUM
Revisionsfirmaet Ole Dahl,11328881,Revisionsfirmaet Ole Dahl,declaration_legal_name,HIGH
Revisionsfirmaet Ole Dahl,11328881,Ole,inferred_brand_name,MEDIUM
Revisionsfirmaet Ole Hansen,12155662,Revisionsfirmaet Ole Hansen,declaration_legal_name,HIGH
Revisionsfirmaet Ole Hansen,12155662,Ole,inferred_brand_name,MEDIUM
"Revisionsfirmaet Ole Hansen, Statsautoriseret Revisionsanpartsselskab",17246496,"Revisionsfirmaet Ole Hansen, Statsautoriseret Revisionsanpartsselskab",declaration_legal_name,HIGH
"Revisionsfirmaet Ole Hansen, Statsautoriseret Revisionsanpartsselskab",17246496,Ole,inferred_brand_name,MEDIUM
Revisionsfirmaet Ole Poulsen,32008143,Revisionsfirmaet Ole Poulsen,declaration_legal_name,HIGH
Revisionsfirmaet Ole Poulsen,32008143,Ole,inferred_brand_name,MEDIUM
Revisionsfirmaet Ole Vestergaard,31501741,Revisionsfirmaet Ole Vestergaard,declaration_legal_name,HIGH
Revisionsfirmaet Ole Vestergaard,31501741,Ole,inferred_brand_name,MEDIUM
Revisionsfirmaet Peder Albertsen,18743396,Revisionsfirmaet Peder Albertsen,declaration_legal_name,HIGH
Revisionsfirmaet Peder Albertsen,18743396,Peder,inferred_brand_name,MEDIUM
Revisionsfirmaet Peder Holt,21872741,Revisionsfirmaet Peder Holt,declaration_legal_name,HIGH
Revisionsfirmaet Peder Holt,21872741,Peder,inferred_brand_name,MEDIUM
Revisionsfirmaet Per Abelsen,34066698,Revisionsfirmaet Per Abelsen,declaration_legal_name,HIGH
Revisionsfirmaet Per Abelsen,34066698,Per,inferred_brand_name,MEDIUM
Revisionsfirmaet Per Jacobsen,15319887,Revisionsfirmaet Per Jacobsen,declaration_legal_name,HIGH
Revisionsfirmaet Per Jacobsen,15319887,Per,inferred_brand_name,MEDIUM
Revisionsfirmaet Per Kronborg,26659817,Revisionsfirmaet Per Kronborg,declaration_legal_name,HIGH
Revisionsfirmaet Per Kronborg,26659817,Per,inferred_brand_name,MEDIUM
Revisionsfirmaet Per Steen Hansen,38124315,Revisionsfirmaet Per Steen Hansen,declaration_legal_name,HIGH
Revisionsfirmaet Per Steen Hansen,38124315,Per,inferred_brand_name,MEDIUM
Revisionsfirmaet Peter Berg,21052302,Revisionsfirmaet Peter Berg,declaration_legal_name,HIGH
Revisionsfirmaet Peter Berg,21052302,Peter,inferred_brand_name,MEDIUM
Revisionsfirmaet Peter Deiborg,16346578,Revisionsfirmaet Peter Deiborg,declaration_legal_name,HIGH
Revisionsfirmaet Peter Deiborg,16346578,Peter,inferred_brand_name,MEDIUM
Revisionsfirmaet Peter Høg,65608154,Revisionsfirmaet Peter Høg,declaration_legal_name,HIGH
Revisionsfirmaet Peter Høg,65608154,Peter,inferred_brand_name,MEDIUM
Revisionsfirmaet Poul Bernhardt Larsen,66660214,Revisionsfirmaet Poul Bernhardt Larsen,declaration_legal_name,HIGH
Revisionsfirmaet Poul Bernhardt Larsen,66660214,Poul,inferred_brand_name,MEDIUM
Revisionsfirmaet Poul Rexen Thomsen,81127115,Revisionsfirmaet Poul Rexen Thomsen,declaration_legal_name,HIGH
Revisionsfirmaet Poul Rexen Thomsen,81127115,Poul,inferred_brand_name,MEDIUM
Revisionsfirmaet Rathmann & Mortensen,27521975,Revisionsfirmaet Rathmann & Mortensen,declaration_legal_name,HIGH
Revisionsfirmaet Rathmann & Mortensen,27521975,Rathmann,inferred_brand_name,MEDIUM
Revisionsfirmaet Revicon,12707789,Revisionsfirmaet Revicon,declaration_legal_name,HIGH
Revisionsfirmaet Revicon,12707789,Revicon,inferred_brand_name,MEDIUM
Revisionsfirmaet Seiersen Revision,32697674,Revisionsfirmaet Seiersen Revision,declaration_legal_name,HIGH
Revisionsfirmaet Seiersen Revision,32697674,Seiersen,inferred_brand_name,MEDIUM
Revisionsfirmaet Svend Dørffer,15659777,Revisionsfirmaet Svend Dørffer,declaration_legal_name,HIGH
Revisionsfirmaet Svend Dørffer,15659777,Svend,inferred_brand_name,MEDIUM
Revisionsfirmaet Svend Rosendahl,11163947,Revisionsfirmaet Svend Rosendahl,declaration_legal_name,HIGH
Revisionsfirmaet Svend Rosendahl,11163947,Svend,inferred_brand_name,MEDIUM
Revisionsfirmaet Svendsen,34581673,Revisionsfirmaet Svendsen,declaration_legal_name,HIGH
Revisionsfirmaet Svendsen,34581673,Svendsen,inferred_brand_name,MEDIUM
Revisionsfirmaet Søren Askly,39846144,Revisionsfirmaet Søren Askly,declaration_legal_name,HIGH
Revisionsfirmaet Søren Askly,39846144,Søren,inferred_brand_name,MEDIUM
Revisionsfirmaet Søren Kahr,41832096,Revisionsfirmaet Søren Kahr,declaration_legal_name,HIGH
Revisionsfirmaet Søren Kahr,41832096,Søren,inferred_brand_name,MEDIUM
Revisionsfirmaet Tage Kielsgaard Rasmussen,15137371,Revisionsfirmaet Tage Kielsgaard Rasmussen,declaration_legal_name,HIGH
Revisionsfirmaet Tage Kielsgaard Rasmussen,15137371,Tage,inferred_brand_name,MEDIUM
Revisionsfirmaet Tage Sørensen,34879753,Revisionsfirmaet Tage Sørensen,declaration_legal_name,HIGH
Revisionsfirmaet Tage Sørensen,34879753,Tage,inferred_brand_name,MEDIUM
Revisionsfirmaet Tommy Jensen,20082097,Revisionsfirmaet Tommy Jensen,declaration_legal_name,HIGH
Revisionsfirmaet Tommy Jensen,20082097,Tommy,inferred_brand_name,MEDIUM
Revisionsfirmaet Tommy Larsen,98727558,Revisionsfirmaet Tommy Larsen,declaration_legal_name,HIGH
Revisionsfirmaet Tommy Larsen,98727558,Tommy,inferred_brand_name,MEDIUM
Revisionsfirmaet Torben Langebæk,19697274,Revisionsfirmaet Torben Langebæk,declaration_legal_name,HIGH
Revisionsfirmaet Torben Langebæk,19697274,Torben,inferred_brand_name,MEDIUM
Revisionsfirmaet Torlund,31165571,Revisionsfirmaet Torlund,declaration_legal_name,HIGH
Revisionsfirmaet Torlund,31165571,Torlund,inferred_brand_name,MEDIUM
Revisionsfirmaet Woiremose & Partner,25735560,Revisionsfirmaet Woiremose & Partner,declaration_legal_name,HIGH
Revisionsfirmaet Woiremose & Partner,25735560,Woiremose,inferred_brand_name,MEDIUM
Revisionsfirmaet Zinnsgade,83005815,Revisionsfirmaet Zinnsgade,declaration_legal_name,HIGH
Revisionsfirmaet Zinnsgade,83005815,Zinnsgade,inferred_brand_name,MEDIUM
Revisionshuset,12848544,Revisionshuset,declaration_legal_name,HIGH
Revisionshuset Tal & Tanker,37315664,Revisionshuset Tal & Tanker,declaration_legal_name,HIGH
Revisionshuset Tal & Tanker,37315664,Revisionshuset Tal,inferred_brand_name,MEDIUM
RevisionsHuset Viborg v/Leif Aasten,36871644,RevisionsHuset Viborg v/Leif Aasten,declaration_legal_name,HIGH
RevisionsHuset Viborg v/Leif Aasten,36871644,Revisionshuset Viborg,inferred_brand_name,MEDIUM
RevisionsHuset-Viborg v/Mogens Bech,37054933,RevisionsHuset-Viborg v/Mogens Bech,declaration_legal_name,HIGH
RevisionsHuset-Viborg v/Mogens Bech,37054933,Revisionshuset Viborg,inferred_brand_name,MEDIUM
Revisionskontoret,69885055,Revisionskontoret,declaration_legal_name,HIGH
REVISIONSKONTORET AF 2004 ApS,13179638,REVISIONSKONTORET AF 2004 ApS,declaration_legal_name,HIGH
REVISIONSKONTORET AF 2004 ApS,13179638,Revisionskontoret,inferred_brand_name,MEDIUM
